ID,HOU,SEN,GOV,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,ATTREL,BACKSIDE,BOYSGIRLS,BREAK18,BREAK18A,BREAK18B,BRNAGAIN,CALL,CDNUM,CHILD18,CHILDBOY,CHILDGIRL,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECFOREIGN18,FAVDEM2,FAVPARTY,FAVPELOSI,FAVREP2,FINSIT2,FORTRUMPH,FTVOTER18,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,LGBT,MARRIED,MUELLERAPP,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QRACEAK,QRACEHI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,REL5,RELIGN18,RELWHITE,RUSSIA18,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18HOU,TIME18HOUMONTH,TIME18HOUWEEK,TRACK,TRADE18,TRUMP2,TRUMP4,TRUMPFP18,TRUMPIMM,UNITED18,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WPROTBRN,WPROTBRN3
68945.0,Other,Other,,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 3,3.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Unfavorable,Only Republican Party,,Favorable,Better,Donald Trump was not a factor,,,,,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,No,,,Good,Excellent or good,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,60.0,Moderate/Liberal Republicans,Conservative Independents,White,White,,,National questionnaire,White,,,White,White,,West,,,,,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",, Utah,Other,Helped,Election day exit poll,,,,Generally going in the right direction,No impact,,,,,Becoming more divided,Version 4,,,,0.0923291146755219,,Yes,,,,,
68952.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 3,3.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,The economy,,No,,,Disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,67.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,No group is favored,West,Catholic,Catholic,Catholic,Politically motivated,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,,Election day exit poll,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,2.34701704978943,White Catholics,,,,,,
68953.0,The Republican candidate,,,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,A few times a year or less,All others,Complete,"Yes, both boys and girls",,,,No,Call 3,1.0,Yes,Yes,Yes,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,Oppose,Yes,,The Republican Party,,,,,,,,Health care,,No,,Yes,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,110.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,,,White,White,,South,None,None,None,,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs,, Louisiana,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,,0.502361476421356,White none,,All others,Very important,Important,No,All others
68959.0,The Republican candidate,The Republican candidate,,Overturn it,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,White 18-29,,,,Complete,,Not a factor at all,Not important,Not a factor,,Call 3,3.0,,,,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,,,,,Yes,,,,,,,,,,,,,Support,Yes,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Moderate,19.0,Conservative Republicans,Mod./Liberal Republicans,Other,White,,,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,West,,,,,Female,Latino women,,,,Suburbs,Suburbs,, Utah,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,The U.S. less safe,,,Version 1,No,Donald Trump,Shouldn't be able to vote will cast ballots,0.11751364916563,,,,,,,
68967.0,The Democratic candidate,The Republican candidate,,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,,Call 3,3.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Unfavorable,,,,,,,Minor changes,,Yes,,,,,,,Immigration,,No,,,Approve,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,60.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Whites are favored over minorities,West,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Justified,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",, Utah,Other,,Election day exit poll,In the last week,In the last month,In the last week,,,,,,Too tough,,Version 2,,,,0.0457938686013222,White Protestants,,,,,,
68972.0,The Republican candidate,The Republican candidate,The Republican candidate,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a month,At least monthly,Catholic/Do not attend weekly,Complete,"Yes, both boys and girls",,,,Yes,Call 3,1.0,Yes,Yes,Yes,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,Oppose,Yes,,The Republican Party,,,,,,,,Gun policy,,No,,Yes,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,68.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,,,White,White,,Midwest,Catholic,Catholic,Catholic,,Female,White women,Not too serious,Not serious,Married women,Rural,Small Cities/Rural,, Nebraska,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,,0.273810923099518,White Catholics,,White Born-again/Evangelical Christians,Somewhat important,Important,No,All others
68975.0,The Republican candidate,,,Overturn it,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,An important factor,Important,A factor,,Call 3,1.0,,,,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,,,,,,,No,,,,,,,,,,,,,Support,No,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Liberal,110.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,,,White,White,,South,,,,,Female,White women,,,,Suburbs,Suburbs,, Louisiana,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,The U.S. more safe,,,Version 1,No,Donald Trump,Shouldn't be able to vote will cast ballots,0.502361476421356,,,,,,,
68983.0,The Democratic candidate,The Democratic candidate,,Keep it as is,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,A minor factor,Not important,A factor,,Call 3,3.0,,,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,,,,,,,Yes,,,,,,,,,,,,,Oppose,No,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,19.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,,,White,White,,West,,,,,Female,White women,,,,Suburbs,Suburbs,, Utah,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.0662876889109612,,,,,,,
68986.0,The Republican candidate,The Republican candidate,The Republican candidate,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,,,,Complete,,An important factor,Important,A factor,,Call 3,3.0,,,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,,,,,No,,,,,,,,,,,,,Support,No,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Moderate,67.0,Conservative Republicans,Mod./Liberal Republicans,Other,Other,,,National questionnaire,Other,,,Non-white,Other,,West,,,,,Female,All other races,,,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,No difference,,,Version 1,No,Donald Trump,Shouldn't be able to vote will cast ballots,2.34701704978943,,,,,,,
68988.0,The Democratic candidate,The Republican candidate,,Keep it as is,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,The most important factor,Important,A factor,,Call 3,3.0,,,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,,,,,No,,,,,,,,,,,,,Oppose,No,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,60.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,,,White,White,,West,,,,,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",, Utah,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Other,Should be able to vote will be prevented from voting,0.0457938686013222,,,,,,,
68994.0,The Republican candidate,The Republican candidate,The Republican candidate,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,,Call 3,1.0,,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Unfavorable,,,,,,,No changes at all,,No,,,,,,,Immigration,,No,,,Disapprove,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,68.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,Not too important,Not important,White,White,No group is favored,Midwest,Catholic,Catholic,Catholic,Politically motivated,Male,White men,,,,Rural,Small Cities/Rural,, Nebraska,Other,,Election day exit poll,In the last week,In the last month,In the last week,,,,,,About right,,Version 2,,,,0.268371075391769,White Catholics,,,,,,
68996.0,The Democratic candidate,,,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Once a week or more,At least monthly,Catholic/Attend weekly,Complete,"Yes, both boys and girls",,,,Yes,Call 3,1.0,Yes,Yes,Yes,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,Support,Yes,,The Democratic Party,,,,,,,,Immigration,,Yes,,Yes,,,,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,Independent Women,All others,Moderate,110.0,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,Catholic,Catholic,,,Female,Latino women,Very serious,Serious,Married women,Suburbs,Suburbs,, Louisiana,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,0.457489430904388,Non-white,,All others,Very important,Important,No,
69003.0,The Democratic candidate,The Democratic candidate,,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 3,3.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Unfavorable,,,,,,,Major changes,,Yes,,,,,,,Health care,,No,,,Approve,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,19.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,Very important,Important,White,White,No group is favored,West,None,None,None,Justified,Male,White men,,,,Suburbs,Suburbs,, Utah,White suburban men,,Election day exit poll,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,0.075567714869976,White none,,,,,,
69006.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,,,Call 3,3.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,Favorable,,,,,,,Major changes,,Yes,,,,,,,Health care,,No,,,Approve,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,67.0,Liberal Democrats,Liberal Democrats,Black,Black,,,National questionnaire,Black,Very important,Important,Non-white,Black,Whites are favored over minorities,West,Something else,Other,,Justified,Male,Black men,,,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,,Election day exit poll,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,1.26534748077393,Non-white,,,,,,
69007.0,Other,The Republican candidate,,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,,Call 3,3.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Only Republican Party,,Favorable,About the same,Donald Trump was not a factor,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,No,No,,,Good,Excellent or good,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,60.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,,,White,White,,West,,,,,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",, Utah,Other,No impact,Election day exit poll,,,,Generally going in the right direction,No impact,,,,,Becoming more divided,Version 4,,,,0.0581892877817154,,No,,,,,
69019.0,The Republican candidate,The Republican candidate,The Republican candidate,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,A minor factor,Not important,A factor,,Call 3,1.0,,,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,,,,,No,,,,,,,,,,,,,Support,No,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,68.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,,,White,White,,Midwest,,,,,Male,White men,,,,Rural,Small Cities/Rural,, Nebraska,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,The U.S. more safe,,,Version 1,No,Donald Trump,Shouldn't be able to vote will cast ballots,0.557072043418884,,,,,,,
69023.0,The Democratic candidate,,,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Never,A few times a year or less,All others,Complete,"Yes, both boys and girls",,,,No,Call 3,1.0,Yes,Yes,Yes,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,Support,No,,The Democratic Party,,,,,,,,Immigration,,No,,No,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,110.0,Liberal Democrats,Liberal Democrats,Black,Black,,,National questionnaire,Black,,,Non-white,Black,,South,None,None,,,Female,Black women,Very serious,Serious,Non married women,Suburbs,Suburbs,, Louisiana,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.313496500253677,Non-white,,All others,Very important,Important,No,
69027.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,A few times a year,A few times a year or less,All others,Complete,No children in home,,,,No,Call 3,3.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,Support,No,,The Democratic Party,,,,,,,,Gun policy,,No,,Yes,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,67.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,,,White,White,,West,None,None,None,,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.95119297504425,White none,,All others,Very important,Important,No,All others
69032.0,The Republican candidate,Other,,Omit,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,Not a factor at all,Not important,Not a factor,,Call 3,3.0,,,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Omit,,,,,,,Yes,,,,,,,,,,,,,Support,No,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,60.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,,,White,White,,West,,,,,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",, Utah,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,No difference,,,Version 1,No,Other,Shouldn't be able to vote will cast ballots,0.112993896007538,,,,,,,
69034.0,The Democratic candidate,The Democratic candidate,,Keep it as is,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,An important factor,Important,A factor,,Call 3,3.0,,,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,,No,,,,,,,No,,,,,,,,,,,,,Oppose,No,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,,Independent,,White Independent,Liberal,19.0,Moderate/Liberal Republicans,Liberal Independents,White,White,,,National questionnaire,White,,,White,White,,West,,,,,,,,,,Suburbs,Suburbs,, Utah,,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.0705125629901886,,,,,,,
69044.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 3,1.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Only Democratic Party,,Unfavorable,Better,To express opposition to Donald Trump,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,No,No,,,Good,Excellent or good,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,68.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,,,White,White,,Midwest,,,,,Male,White men,,,,Rural,Small Cities/Rural,, Nebraska,Other,No impact,Election day exit poll,,,,Seriously off on the wrong track,Hurt,,,,,Becoming more divided,Version 4,,,,0.192794561386108,,No,,,,,
69048.0,The Democratic candidate,,,Keep it as is,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,The most important factor,Important,A factor,,Call 3,1.0,,,,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,,,,,,,No,,,,,,,,,,,,,Oppose,No,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,,,White,White,,South,,,,,Female,White women,,,,Suburbs,Suburbs,, Louisiana,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.815458118915558,,,,,,,
69054.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Never,A few times a year or less,All others,Complete,No children in home,,,,Yes,Call 3,3.0,No,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,Oppose,Yes,,The Democratic Party,,,,,,,,Health care,,Yes,,No,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,Independent Men,All others,Moderate,67.0,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,West,None,None,,,Male,Latino men,Very serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,,1.08435654640198,Non-white,,All others,Somewhat important,Important,No,
69058.0,The Republican candidate,Other,,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,,Call 3,3.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,The economy,,No,,,Approve,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,60.0,Moderate/Liberal Republicans,Conservative Independents,White,White,,,National questionnaire,White,Not too important,Not important,White,White,Minorities are favored over whites,West,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Politically motivated,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",, Utah,Other,,Election day exit poll,In the last few days,In the last month,In the last week,,,,,,About right,,Version 2,,,,0.112993896007538,White Protestants,,,,,,
69063.0,The Democratic candidate,The Democratic candidate,,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 3,3.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,Support,No,,The Democratic Party,,,,,,,,Gun policy,,No,,Yes,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,19.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,,,White,White,,West,None,None,None,,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,, Utah,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.0476256273686886,White none,,All others,Very important,Important,No,All others
69068.0,The Democratic candidate,,,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,,Call 3,1.0,,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Only Democratic Party,,Unfavorable,Worse,Donald Trump was not a factor,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",,,Yes,No,,,Not so good,Not so good or poor,45+,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,,,,,Male,Latino men,,,,Suburbs,Suburbs,, Louisiana,Other,Hurt,Election day exit poll,,,,Seriously off on the wrong track,Hurt,,,,,Becoming more divided,Version 4,,,,0.537871778011322,,No,,,,,
69071.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,All others,Complete,"Yes, both boys and girls",,,,Yes,Call 3,1.0,Yes,Yes,Yes,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,Support,Yes,,The Republican Party,,,,,,,,Health care,,No,,Yes,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,68.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,,,White,White,,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Female,White women,Very serious,Serious,Married women,Rural,Small Cities/Rural,, Nebraska,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,,0.273810923099518,White Protestants,,White Born-again/Evangelical Christians,Somewhat important,Important,Yes,White Protestant evangelical
69074.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 3,3.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Both parties,,Favorable,Better,To express opposition to Donald Trump,,,,,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,No,,,Good,Excellent or good,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,67.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,,,White,White,,West,,,,,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Helped,Election day exit poll,,,,Generally going in the right direction,No impact,,,,,Becoming more divided,Version 4,,,,1.50926077365875,,No,,,,,
69082.0,The Democratic candidate,The Republican candidate,,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 3,3.0,,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,Unfavorable,,,,,,,Minor changes,,No,,,,,,,Health care,,No,,,Approve,,,18-44,18-64,,,,,,,,,Conservative,19.0,,,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Minorities are favored over whites,West,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Politically motivated,Female,White women,,,,Suburbs,Suburbs,, Utah,White suburban women,,Election day exit poll,In the last month,In the last month,Before that,,,,,,Not tough enough,,Version 2,,,,0.0662876889109612,White Protestants,,,,,,
