ID,SENSC14,SEN2SC14,GOVSC14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CLIMATECHANGE,DEMPRIM2016,DEMPRIM2016DEMSONLY,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVHALEY,FAVREP2,FAVSHEHEEN,GEOCODE,GOPPRIM2016,GOPPRIM2016REPSONLY,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TRACK,VERSION,VETVOTER,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
71096.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 2,6.0,Yes,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,No,Worried,Very worried,Approve,Somewhat approve,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,97.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,No,No,,29203.0,0.896124362945557
54870.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Unfavorable,Favorable,5.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Not worried,Not at all worried,Disapprove,Somewhat disapprove,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,37.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29420.0,0.977729916572571
85935.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,6.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Disapprove,,No,No,Worried,Very worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,97.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,No,No,,29203.0,0.85284686088562
54845.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,4.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Unfavorable,Unfavorable,1.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Disapprove,,No,No,Worried,Very worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,50.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Omit,Version 1,No,No,,29607.0,0.709643721580505
70656.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Unfavorable,Favorable,5.0,,,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,22.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,South,,Female,White women,Married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29466.0,0.577662825584412
68817.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 2,5.0,Yes,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Favorable,Favorable,1.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,Yes,No,Not worried,Not too worried,Approve,Strongly approve,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,28.0,Liberal Democrats,Liberal Democrats,Other,Black,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,South,,Female,Latino women,Non married women,Rural,Small Cities/Rural,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,No,No,,29341.0,0.709643721580505
54772.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,4.0,Yes,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Unfavorable,Favorable,1.0,,,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,No,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,56.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,South,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29615.0,0.909616649150848
70937.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 2,4.0,Yes,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Unfavorable,Favorable,1.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Disapprove,,No,No,Not worried,Not at all worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,105.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29388.0,0.718859910964966
85810.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,6.0,Yes,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,Yes,Not worried,Not too worried,Approve,Strongly approve,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,Liberal,95.0,Moderate/Liberal Republicans,Liberal Independents,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29210.0,1.3667733669281
85797.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,6.0,Yes,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Approve,,No,Yes,Worried,Somewhat worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,97.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29203.0,0.85284686088562
54704.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,1.0,Yes,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,Unfavorable,Favorable,5.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Disapprove,,No,No,Worried,Very worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,22.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,No,No,,29466.0,0.582760632038116
54702.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,5.0,No,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Disapprove,,No,Yes,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,43.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29180.0,0.807960212230682
88344.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,5.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,Health care,No,,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,112.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,South,,Male,White men,,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 1,No,No,,29710.0,1.41305911540985
70855.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 2,4.0,Yes,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Unfavorable,Favorable,1.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Approve,,No,Yes,Worried,Somewhat worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,105.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29388.0,0.718859910964966
54598.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,4.0,Yes,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Unfavorable,Favorable,1.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Approve,,No,No,Not worried,Not too worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,50.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29607.0,0.709643721580505
54590.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,1.0,No,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Favorable,Favorable,5.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Disapprove,,No,Yes,Worried,Very worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,22.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,No,No,,29466.0,0.582760632038116
54581.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,Yes,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,79.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,South,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,No,No,,29212.0,0.833805799484253
70767.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 2,5.0,Yes,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,43.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29180.0,0.848959922790527
54558.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,6.0,No,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Disapprove,,No,No,Worried,Very worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,97.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29203.0,0.85284686088562
86929.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 3,5.0,Omit,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Omit,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,No,Not worried,Not too worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,43.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Omit,Version 1,No,No,,29180.0,0.807960212230682
70724.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 2,6.0,Yes,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,No,Not worried,Not at all worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,95.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29210.0,1.22809946537018
54497.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 1,6.0,No,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Unfavorable,Favorable,5.0,,,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Approve,,No,Yes,Not worried,Not too worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,16.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29479.0,1.21454393863678
54429.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 1,6.0,Yes,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Unfavorable,Favorable,3.0,,,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,No,Worried,Very worried,Approve,Strongly approve,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,97.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,No,No,,29203.0,0.896124362945557
70616.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 2,4.0,Yes,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Unfavorable,Favorable,1.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Disapprove,,No,No,Worried,Very worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,105.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29388.0,0.835247397422791
70594.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 2,1.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Unfavorable,Favorable,5.0,,,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,No,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,37.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29420.0,1.14605534076691
86780.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 3,5.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Unfavorable,Favorable,2.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,Yes,Not worried,Not too worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,115.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29745.0,1.24673676490784
54357.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,5.0,Yes,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Favorable,Favorable,3.0,,,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,,No,Worried,Very worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,43.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29180.0,0.807960212230682
70550.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 2,6.0,Yes,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Unfavorable,Omit,3.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Approve,,No,No,Not worried,Not at all worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,95.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29210.0,1.22809946537018
86733.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,5.0,Yes,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Unfavorable,Favorable,2.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Disapprove,,No,No,Not worried,Not too worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,114.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,No,No,,29732.0,1.19878542423248
86712.0,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 3,1.0,Yes,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Unfavorable,Favorable,5.0,,,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,21.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,South,,Female,White women,Married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,No,No,,29464.0,1.06512629985809
