ID,SENAK14,GOVAK14,MEAS2AK14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEGICHTOOCLOSE,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAK,QTYPE,RACE,RACEAI,RACEAK,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SULLIVANCARPET,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRAK14,UNFAIRBEGICH,UNFAIRSULLIVAN,VERSION,VETVOTER,WHNCLINC,ZIPCODE,WEIGHT
68779.0,Mark Begich,Bill Walker,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,About the right amount,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,No,,Not worried,Not too worried,Approve,Somewhat approve,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,42.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Alaska,No,Election day exit poll,,,,,Generally going in the right direction,Both of them,Mark Begich did,Dan Sullivan did,Version 1,Yes,No,99801.0,0.864500164985657
68761.0,Mark Begich,Bill Walker,No,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,55.0,Moderate/Liberal Republicans,Moderate Independents,Not too important,Not important,White,White,State questionnaire,White,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,No,Female,White women,Married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99709.0,1.39453637599945
72779.0,Mark Begich,Bill Walker,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,No,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,18.0,Moderate/Liberal Republicans,Conservative Independents,Very important,Important,White,White,State questionnaire,White,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,Yes,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,In the last month,Before that,In the last month,,,,,Version 2,,Yes,99504.0,0.79636150598526
84898.0,Mark Begich,Bill Walker,No,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,About the right amount,Call 2,1.0,College graduate,College graduate,More than High school graduate,Non white college degree,Omit,Unfavorable,,1.0,Omit,,,,,,,,,Omit,,No,,Omit,Omit,Approve,Somewhat approve,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,Moderate,35.0,Moderate/Liberal Republicans,Moderate Independents,,,Black,Black,State questionnaire,Black,Black,Black,,,West,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Alaska,No,Election day exit poll,,,,,Omit,Both of them,Mark Begich did,Dan Sullivan did,Version 1,Yes,No,99507.0,0.692908048629761
101903.0,Mark Begich,Bill Walker,No,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,About the right amount,Call 3,1.0,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Approve,,Yes,,Not worried,Not too worried,Approve,Strongly approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Women,All others,Liberal,53.0,Moderate/Liberal Republicans,Liberal Independents,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,Hispanic/Latino,,,West,,Female,Latino women,,Rural,Small Cities/Rural,Alaska,No,Election day exit poll,,,,,Generally going in the right direction,Omit,Omit,Omit,Version 1,No,No,99901.0,0.765994548797607
101877.0,Mark Begich,Bill Walker,No,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Not complete,,Call 3,1.0,,,,,,,Omit,1.0,,,,,,,,,,,,Yes,Yes,,,,,,,18-44,18-64,,,,,,,,29.0,,,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,Hispanic/Latino,,,West,,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,,99515.0,0.906175494194031
72646.0,Mark Begich,Bill Walker,No,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,About the right amount,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Disapprove,Somewhat disapprove,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,27.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alaska,No,Election day exit poll,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99502.0,0.906175494194031
84754.0,Mark Begich,Bill Walker,No,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,All others,All others,Complete,About the right amount,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,1.0,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Disapprove,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Liberal,15.0,Liberal Democrats,Liberal Democrats,,,Other,Other,State questionnaire,Other,Other,Other,,,West,,Female,All other races,,Suburbs,Suburbs,Alaska,No,Election day exit poll,,,,,Seriously off on the wrong track,Only Dan Sullivan,Mark Begich did not,Dan Sullivan did,Version 1,No,No,99654.0,0.765994548797607
84732.0,Mark Begich,Bill Walker,No,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,About the right amount,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Not worried,Not too worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,54.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,Rural,Small Cities/Rural,Alaska,No,Election day exit poll,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99603.0,0.640567541122437
84729.0,Mark Begich,Bill Walker,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,48.0,Conservative Republicans,Mod./Liberal Republicans,Not too important,Not important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,White men,Married men,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99901.0,1.12432885169983
72549.0,Mark Begich,Bill Walker,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About the right amount,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,27.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alaska,Yes,Election day exit poll,,,,,Generally going in the right direction,Only Dan Sullivan,Mark Begich did not,Dan Sullivan did,Version 1,No,No,99502.0,0.823158323764801
72543.0,Mark Begich,Bill Walker,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,19.0,Moderate/Liberal Republicans,Moderate Independents,Not too important,Not important,White,White,State questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,In the last month,Before that,In the last month,,,,,Version 2,,No,99504.0,0.911962389945984
101751.0,Mark Begich,Bill Walker,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,,,,,,,,,The economy,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,44.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,White,White,State questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99901.0,0.799298644065857
101746.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,To express support for Barack Obama,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,No,No,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,44.0,Liberal Democrats,Liberal Democrats,Very important,Important,White,White,State questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Non married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99901.0,0.799298644065857
84678.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,About the right amount,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,54.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Rural,Small Cities/Rural,Alaska,Yes,Election day exit poll,,,,,Generally going in the right direction,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99603.0,0.705170094966888
84666.0,Mark Begich,Bill Walker,No,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 2,1.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,To express support for Barack Obama,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,Health care,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Women,All others,Conservative,36.0,Moderate/Liberal Republicans,Conservative Independents,Very important,Important,Black,Black,State questionnaire,Black,Black,Black,Angry,"Dissatisfied, but not angry or angry",West,No,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99504.0,0.568876922130585
72496.0,Mark Begich,Bill Walker,No,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,All others,All others,Complete,,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Barack Obama was not a factor,1.0,,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Health care,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,Moderate,18.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,Other,Other,State questionnaire,Other,Other,Other,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,Yes,Female,All other races,Married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,In the last month,Before that,In the last month,,,,,Version 2,,No,99504.0,0.776783227920532
84628.0,Mark Begich,Bill Walker,No,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,About the right amount,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,Not worried,Not too worried,Disapprove,Somewhat disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,37.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alaska,Yes,Election day exit poll,,,,,Generally going in the right direction,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,Yes,99516.0,0.888856887817383
84598.0,Mark Begich,Bill Walker,No,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 2,1.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,Barack Obama was not a factor,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,Yes,No,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,All others,Liberal,35.0,Conservative Republicans,Mod./Liberal Republicans,Not too important,Not important,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,Hispanic/Latino,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99507.0,0.855630874633789
72375.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,53.0,Moderate/Liberal Republicans,Moderate Independents,Somewhat important,Important,White,White,State questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Male,White men,Married men,Rural,Small Cities/Rural,Alaska,,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,,,,Version 2,,No,99901.0,0.843246638774872
84491.0,Mark Begich,Bill Walker,No,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,All others,All others,Complete,,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Barack Obama was not a factor,1.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,The economy,No,No,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,Independent Men,All others,Moderate,18.0,Moderate/Liberal Republicans,Moderate Independents,Somewhat important,Important,Other,Other,State questionnaire,Other,Other,Other,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,All other races,Non married men,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99504.0,0.855123341083527
72311.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,About the right amount,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Approve,,No,,Worried,Very worried,Approve,Strongly approve,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,,30.0,,,,,Black,Black,State questionnaire,Black,Black,Black,,,West,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Alaska,No,Election day exit poll,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99515.0,0.451041162014008
84429.0,Mark Begich,Bill Walker,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Not often enough,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,Not worried,Not too worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,41.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,Rural,Small Cities/Rural,Alaska,No,Election day exit poll,,,,,Generally going in the right direction,Omit,Omit,Omit,Version 1,No,No,99826.0,1.00275647640228
101484.0,Mark Begich,Bill Walker,No,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,44.0,Liberal Democrats,Liberal Democrats,Not too important,Not important,White,White,State questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,In the last month,Before that,In the last month,,,,,Version 2,,No,99901.0,0.799298644065857
84408.0,Mark Begich,Bill Walker,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,No,No,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,35.0,Moderate/Liberal Republicans,Moderate Independents,Not at all important,Not important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99507.0,0.823158323764801
72200.0,Mark Begich,Bill Walker,No,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,All others,All others,Complete,,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,Illegal immigration,No,No,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Men,All others,Moderate,8.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,Other,Alaska Native,State questionnaire,Other,Other,Alaskan Native,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Male,All other races,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99709.0,0.876676201820374
84341.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,About the right amount,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,No,,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,55.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,Rural,Small Cities/Rural,Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99709.0,1.39453637599945
102230.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Complete,,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,Moderate,25.0,Moderate/Liberal Republicans,Moderate Independents,Somewhat important,Important,Other,Asian,State questionnaire,Asian,Asian,Asian,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99504.0,0.861743867397308
102210.0,Mark Begich,Bill Walker,No,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,All others,All others,Complete,,Call 3,1.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Liberal,36.0,Liberal Democrats,Liberal Democrats,Somewhat important,Important,Other,Alaska Native,State questionnaire,Other,Other,Alaskan Native,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99504.0,0.754306137561798
85640.0,Mark Begich,Bill Walker,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,14.0,Moderate/Liberal Republicans,Moderate Independents,Somewhat important,Important,White,White,State questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,No,Male,White men,Non married men,Suburbs,Suburbs,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99645.0,0.889200150966644
