ID,SENTX14,GOVTX14,LTGOVTX14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CRUZPRES,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TRACK,VERSION,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
2058.0,John Cornyn,Greg Abbott,Dan Patrick,Omit,Omit,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,,4.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,No,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,75474.0,1.00881695747375
2056.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,,,,Complete,Yes,,4.0,Omit,College graduate,College graduate,More than High school graduate,,Unfavorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999",,,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,18-44,18-64,Independent/Something else,,,Independent,Independent Women,,Yes,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,State questionnaire,,,South,Female,,Married women,Suburbs,Suburbs,,Texas,Telephone survey,Seriously off on the wrong track,Version 1,,All others,75076.0,2.68592596054077
2055.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,,4.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,No,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,75076.0,0.4147609770298
2054.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,3.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Yes,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,All others,75074.0,0.71480268239975
2053.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,32.0,Omit,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,,,,,,,,No,Yes,Worried,Very worried,Disapprove,Somewhat disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Omit,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,All others,75098.0,1.09783601760864
2048.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,,3.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,,,,,,,,No,No,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,No,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,South,Male,White men,Non married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,75074.0,0.71480268239975
2047.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,21.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,5.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,No,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,South,Male,White men,Married men,Rural,Small Cities/Rural,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,78028.0,1.23249101638794
2046.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,21.0,Omit,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,6.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,No,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,No,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,78209.0,0.442884266376495
2045.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,22.0,Omit,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Favorable,3.0,Government is doing too many things better left to businesses and individuals,Was about right,,,,,,,,No,Yes,Not worried,Not too worried,Disapprove,Somewhat disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,,White Born-again/Evangelical Christians,77406.0,1.34300470352173
2043.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,4.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Not worried,Not too worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Non married women,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,75087.0,0.619072496891022
2042.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,26.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,No,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,75034.0,0.923422157764435
2041.0,John Cornyn,Greg Abbott,Dan Patrick,Omit,Omit,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,,9.0,No,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,3.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,No,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,77584.0,2.0532500743866
2040.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,25.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,5.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,76028.0,1.49888491630554
2033.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,1.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Omit,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,South,Male,White men,Non married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,75647.0,0.509045958518982
2032.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,17.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,4.0,Government is doing too many things better left to businesses and individuals,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Non married women,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,76633.0,0.771864473819733
2031.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,,1.0,Yes,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,75789.0,1.6590439081192
2030.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,,,,Complete,No,,21.0,No,Postgraduate study,College graduate,More than High school graduate,,Unfavorable,Unfavorable,5.0,Government is doing too many things better left to businesses and individuals,Went too far,,,,,,,,,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,,,Independent,Independent Women,,No,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,State questionnaire,,,South,Female,,Married women,"Cities 50,000-500,000","Cities over 50,000",,Texas,Telephone survey,Seriously off on the wrong track,Version 1,,All others,78130.0,2.62924289703369
2021.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,,12.0,Yes,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,5.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,No,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,76234.0,0.954046666622162
2019.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,No,,3.0,Yes,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Yes,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,No,Conservative,,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,Married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,All others,75070.0,0.809903562068939
2018.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,26.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Omit,2.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Worried,Somewhat worried,Disapprove,Strongly disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,No,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Male,White men,Non married men,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,All others,75068.0,1.32598173618317
2017.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,16.0,Omit,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,6.0,Government is doing too many things better left to businesses and individuals,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Omit,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,South,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,Yes,All others,79924.0,0.442884266376495
2013.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,16.0,Yes,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,6.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,79924.0,0.885768532752991
2012.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,11.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,5.0,Government should do more to solve problems,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,No,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,Yes,White Born-again/Evangelical Christians,76904.0,0.732640564441681
2011.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,19.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,5.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,Not worried,Not too worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,Yes,White Born-again/Evangelical Christians,79603.0,0.749442458152771
2008.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,21.0,No,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,6.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,No,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,South,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,All others,78258.0,0.822414815425873
2005.0,John Cornyn,Greg Abbott,Dan Patrick,Omit,Omit,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,17.0,Omit,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Omit,4.0,Government is doing too many things better left to businesses and individuals,Went too far,,,,,,,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,No,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,All others,77836.0,1.54372894763947
2004.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,30.0,No,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,No,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Omit,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,75243.0,0.280753284692764
2001.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,1.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,1.0,Government should do more to solve problems,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Yes,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,South,Female,White women,Married women,Rural,Small Cities/Rural,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,Yes,White Born-again/Evangelical Christians,75904.0,0.619072496891022
1998.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,20.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,6.0,Government is doing too many things better left to businesses and individuals,Went too far,,,,,,,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,No,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,South,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,,All others,78250.0,0.364171326160431
1996.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,4.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Not worried,Not too worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,All others,75645.0,1.91684663295746
1995.0,John Cornyn,Greg Abbott,Dan Patrick,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,3.0,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,,,,,White,White,State questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,No,All others,75013.0,2.08801507949829
1994.0,John Cornyn,Greg Abbott,Dan Patrick,Illegal,Illegal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,1.0,Omit,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,1.0,Government should do more to solve problems,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,No,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,South,Female,White women,Non married women,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 1,Yes,White Born-again/Evangelical Christians,75644.0,0.736001491546631
