ID,GOVNY14,HOUNY14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK14,BREAK14B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CHRISTIEPRES,CLIMATECHANGE,CONGRESS,CONGRESS4,EBOLA14,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FINSIT2,FOLLOW14,FOLLOW14B,FOROBAMAH,GAY,GEOCODE,GOVTDO10,HCLINPRES,HEALTHCARE14,HILLVREP,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JBUSHPRES,LANDPHONE,LATINO,LIFE,MARCHILD,MARIJUANALAW,MARRIED,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PAULPRES,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TRACK,TRUSTGOV,TRUSTGOVB,UNIONHH12,VERSION,VETVOTER,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4
77530.0,Rob Astorino,The Republican candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Extremely closely,Extremely or very closely,,Call 2,4.0,,,,,,Disapprove,Somewhat disapprove,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,2.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Approve,Foreign policy,,,No,,,,,,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Conservative,71.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,,East,,,,,Male,White men,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Version 1,No,1.11196458339691,,No,,,,,,,
50492.0,Rob Astorino,The Republican candidate,Legal,Legal in most cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,All others,Complete,,,No,Call 1,4.0,,,No,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,,,,2.0,,,,It depends,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Moderate,66.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,East,Jewish,Jewish,Jewish,,Male,White men,Non married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Most of the time,Just about always or most of the time,No,Version 3,,3.21584677696228,White Jewish,No,All others,,,No,All others,,
96835.0,Rob Astorino,The Republican candidate,Illegal,Illegal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,,,Yes,Call 3,27.0,,,No,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,,,,,4.0,,,,It depends,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,No,,All others,,Yes,,,,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Moderate,91.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,1.07135677337646,White Protestants,No,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,
75587.0,Rob Astorino,The Republican candidate,,,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Not complete,,,,Call 2,5.0,,,,,,,,,,,,,,,,,,,,,Omit,,1.0,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,111.0,,,Black,Black,National questionnaire,Black,Black,,,,East,,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,,,,Version 2,,0.249478876590729,,,,Yes,Working men,,,All others,Working men
50477.0,Rob Astorino,The Republican candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,Call 1,27.0,,,,,No,,,,,,Is fair to most Americans,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,,,,,4.0,Government is doing too many things better left to businesses and individuals,,,,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,Worse than life today,,Illegal,,,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Conservative,91.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,Gotten worse,,,East,,,,No,Female,White women,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,1.07135677337646,,No,,,,,,,
50468.0,Rob Astorino,The Republican candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 1,23.0,,,,,,,,,Getting worse,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,To express opposition to Barack Obama,,5.0,,,Went too far,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Foreign policy,,,No,,,,No,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Conservative,15.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,,,,,Male,White men,Non married men,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.79832768440247,,Yes,,No,Non-working men,,,All others,Non-working men
50466.0,Rob Astorino,The Republican candidate,Legal,Legal in all cases,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Never,Never,All others,Complete,,,No,Call 1,16.0,,,No,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Worse,,,,,1.0,,,,Hillary Clinton,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,,No,,All others,,Yes,,,,,,,,,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,East,None,None,,,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,0.918623387813568,Non-white,No,All others,,,No,,,
95784.0,Rob Astorino,The Republican candidate,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,No,Call 3,27.0,Yes,Only cell phone service,,No,,,,Disapprove,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,Very closely,Extremely or very closely,,No,4.0,,No,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,No,No,,,,,,,,,,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Yes,Yes,Conservative,91.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,,,East,Something else,Other,Something else,,Female,White women,,Suburbs,Suburbs,English, New York,Tea Party supporter and not born-again,Somewhat support,Support,Election day exit poll,,,,,,,Version 5,,1.11946868896484,White something else,No,All others,,,No,All others,,
50459.0,Rob Astorino,The Republican candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Very closely,Extremely or very closely,,Call 1,21.0,,,,,,Disapprove,Somewhat disapprove,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,5.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,The economy,,,No,,,,,,,Worried,Very worried,Disapprove,Somewhat disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Moderate,34.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,,East,,,,,Male,White men,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Version 1,Yes,1.69842064380646,,No,,,,,,,
50455.0,Rob Astorino,The Republican candidate,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 1,4.0,,,,,,,,,Getting worse,Worse,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,,2.0,,,Was about right,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Moderate,66.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,,Version 2,,2.75343632698059,,No,,Yes,Working men,,,All others,Working men
50454.0,Rob Astorino,The Republican candidate,Illegal,Illegal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,More than once a week,Weekly,Protestant/Attend weekly,Complete,,,Yes,Call 1,27.0,,,No,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,,,,4.0,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,Yes,,,,,,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Conservative,91.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Never,Only some of the time or never,No,Version 3,,1.00642395019531,White Protestants,No,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,
50452.0,Rob Astorino,The Republican candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,No,Call 1,23.0,Yes,Both regular land-line and cell phone service,,No,,,,Approve,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Extremely closely,Extremely or very closely,,No,5.0,,No,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,Yes,Yes,No,,,,,,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,No,No,Conservative,15.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,,Rural,Small Cities/Rural,English, New York,Neither,Neutral,Neutral,Election day exit poll,,,,,,,Version 5,,1.8320791721344,White Protestants,No,All others,,,No,White Protestant non-evangelical,,
100656.0,Rob Astorino,The Republican candidate,Legal,Legal in all cases,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,No,Call 3,16.0,,,Yes,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,Worse,,,,,1.0,,,,It depends,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,,No,,Married with children,,Yes,,,,,,,,,18-44,18-64,Men with children,Republican,Black non-Democrat,All Republicans,Republican,Republican Men,All others,,,Conservative,8.0,Independent/Something else,Conservative Republicans,Black,Black,National questionnaire,Black,Black,,,,East,Catholic,Catholic,,,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,0.862947344779968,Non-white,No,All others,,,No,,,
50447.0,Rob Astorino,The Republican candidate,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,Call 1,24.0,,,,,No,,,,,,Is fair to most Americans,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,,,,,4.0,Government is doing too many things better left to businesses and individuals,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,No,Worse than life today,,Legal,,,,,,,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Conservative,13.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,Gotten worse,,,East,,,,Yes,Female,White women,,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,0.895243346691132,,Yes,,,,,,,
50446.0,Rob Astorino,The Republican candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 1,4.0,,,,,,,,,Getting worse,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,Barack Obama was not a factor,,2.0,,,Did not go far enough,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Moderate,66.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,,,,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,,Version 2,,2.75343632698059,,No,,Yes,Working men,,,All others,Working men
50445.0,Rob Astorino,The Republican candidate,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 1,20.0,,,,,No,,,,,,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,,,,,,3.0,Government is doing too many things better left to businesses and individuals,,,,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,Worse than life today,,Legal,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Conservative,127.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,Stayed about the same,,,East,,,,Yes,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,1.40566635131836,,Yes,,,,,,,
73612.0,Rob Astorino,The Republican candidate,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,No,Call 2,21.0,Yes,Only cell phone service,,Yes,,,,Disapprove,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,Very closely,Extremely or very closely,,No,5.0,,No,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,No,No,,,,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Yes,No,Moderate,34.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,,East,Catholic,Catholic,Catholic,,Male,White men,,Suburbs,Suburbs,English, New York,Tea Party supporter and not born-again,Somewhat support,Support,Election day exit poll,,,,,,,Version 5,,1.62542688846588,White Catholics,No,All others,,,No,All others,,
50437.0,Rob Astorino,The Republican candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 1,4.0,,,,,,,,,Staying about the same,Poor and staying the same,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,To express opposition to Barack Obama,,2.0,,,Went too far,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,Illegal immigration,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Moderate,66.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,,Version 2,,2.75343632698059,,No,,Yes,Working men,,,All others,Working men
94743.0,Rob Astorino,The Republican candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 3,20.0,,,,,,,,,Getting worse,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,To express opposition to Barack Obama,,3.0,,,Went too far,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Moderate,127.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.49635779857636,,No,,Yes,Working women,,,Working women,Working women
100638.0,Rob Astorino,The Republican candidate,,,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,No,Call 3,16.0,Yes,Only cell phone service,,No,,,,Disapprove,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,Somewhat closely,Somewhat or not too closely,,Yes,1.0,,Yes,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,Yes,No,No,,,,,,,,,,,,,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,Yes,Yes,Moderate,8.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,Black,,,,East,Catholic,Catholic,,,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,0.862947344779968,Non-white,No,All others,,,No,,,
50430.0,Rob Astorino,The Republican candidate,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,Call 1,24.0,,,,,,,,,Staying about the same,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,Barack Obama was not a factor,,4.0,,,Went too far,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,,,No,,,,No,Not so good,Not so good or poor,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Conservative,13.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,,,,,Male,White men,Non married men,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.02632761001587,,No,,Yes,Working men,,,All others,Working men
50414.0,Rob Astorino,The Republican candidate,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Extremely closely,Extremely or very closely,,Call 1,4.0,,,,,,Approve,Somewhat approve,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,2.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,Health care,,,No,,,,,,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Conservative,66.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,,East,,,,,Male,White men,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Version 1,No,2.75343632698059,,No,,,,,,,
50411.0,Rob Astorino,The Republican candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Somewhat closely,Somewhat or not too closely,,Call 1,24.0,,,,,,Disapprove,Strongly disapprove,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,,4.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,The economy,,,No,,,,,,,Worried,Very worried,Disapprove,Strongly disapprove,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Moderate,13.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,,East,,,,,Male,White men,,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Version 1,Yes,0.878750801086426,,Yes,,,,,,,
75513.0,Rob Astorino,The Republican candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 2,27.0,,,,,,,,,Staying about the same,Good and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,,4.0,,,Went too far,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Foreign policy,,,No,,,,Yes,Good,Excellent or good,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Moderate,91.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,,,,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.0516197681427,,No,,Yes,Working men,,,All others,Working men
50409.0,Rob Astorino,The Republican candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Somewhat closely,Somewhat or not too closely,,Call 1,4.0,,,,,,Approve,Somewhat approve,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,2.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,The economy,,,No,,,,,,,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,,,Conservative,66.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,,,East,,,,,Male,White men,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Not too worried,Not too or not at all worried,,,,,Version 1,No,2.75343632698059,,No,,,,,,,
96910.0,Rob Astorino,The Republican candidate,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,Yes,Call 3,27.0,Yes,Both regular land-line and cell phone service,,No,,,,Disapprove,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,Somewhat closely,Somewhat or not too closely,,No,4.0,,No,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,Yes,Yes,No,,,,,,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,No,No,Conservative,91.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Male,White men,,Suburbs,Suburbs,English, New York,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,,,,,,Version 5,,1.22822821140289,White Protestants,No,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,
51412.0,Rob Astorino,The Republican candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,Very closely,Extremely or very closely,,Call 1,4.0,,,,,,Disapprove,Somewhat disapprove,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,2.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,The economy,,,No,,,,,,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Conservative,69.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,,,East,,,,,Male,White men,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Version 1,Yes,0.779395997524261,,No,,,,,,,
