ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHRISTIEAPP,CHRISTIEAPP2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBOOKER,FAVDEM2,FAVMENENDEZ,FAVREP2,FORTRUMPG,GEOCODE,GOVNJ17,GUADAGNOCHRISTIE,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME17,INCWHITE,ISSUE17NJ,LATINO,MURPHYGOLDMAN,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,STECONBETNJ,SUBURBWHITE,TELEPOLL,TIME17,TIME17MONTH,TIME17WEEK,TRUMP2,TRUMP4,UNIONHH12,VERSION,WEIGHT,WHNCLINC,ZIPCODE
227145.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,10.0,Somewhat disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,Donald Trump was not a factor,1.0,Kim Guadagno,Have no effect,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Property taxes,No,Better of him,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,35.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Getting worse,White suburban women,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Somewhat disapprove,No,Version 1,0.921448945999146,No,7028.0
227147.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,5.0,,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,2.0,Kim Guadagno,,,,,,,,,,No,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,,14.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.791555941104889,,7607.0
227148.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 3,2.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,5.0,Phil Murphy,,,,,,,,,,Yes,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,,30.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.726428389549255,,8302.0
227149.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Call 3,5.0,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,2.0,Kim Guadagno,,,,,,,,,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,,14.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Male,All other races,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,0.858737230300903,,7607.0
227151.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,2.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,30.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.726428389549255,,8302.0
227152.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,10.0,Somewhat approve,Strongly or somewhat approve,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Unfavorable,Unfavorable,To express support for Donald Trump,1.0,Kim Guadagno,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Property taxes,No,Worse of him,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,35.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban men,Election day exit poll,In the last week,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat approve,Strongly approve,No,Version 1,0.999654591083527,No,7028.0
227153.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 3,5.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,2.0,Kim Guadagno,,,,,,,,,,Yes,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,,14.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,0.791555941104889,,7607.0
227154.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,7.0,Somewhat approve,Strongly or somewhat approve,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,Donald Trump was not a factor,3.0,Kim Guadagno,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,No,Omit,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,83.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Omit,White suburban women,Election day exit poll,In the last few days,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat approve,Somewhat approve,No,Version 3,1.4478223323822,No,7980.0
227155.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,7.0,Somewhat approve,Strongly or somewhat approve,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,Donald Trump was not a factor,3.0,Kim Guadagno,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,No,Omit,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,83.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Omit,White suburban women,Election day exit poll,In the last few days,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat approve,Somewhat approve,No,Version 3,1.4478223323822,No,7980.0
227156.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,5.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,2.0,Kim Guadagno,,,,,,,,,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,14.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 4,0.858737230300903,,7607.0
227157.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,2.0,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,30.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.762181282043457,,8302.0
227159.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,10.0,Strongly disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,Favorable,Favorable,Omit,Unfavorable,To express opposition to Donald Trump,1.0,Phil Murphy,Worse of her,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,Have no effect,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,35.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban men,Election day exit poll,In October,In the last few days/In the last week/In October,Before that,Strongly or Somewhat disapprove,Strongly disapprove,Yes,Version 1,0.809222400188446,No,7028.0
227160.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,5.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,2.0,Kim Guadagno,,,,,,,,,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,14.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 4,0.858737230300903,,7607.0
227161.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,5.0,,,High school or less,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,2.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,14.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 4,0.774317622184753,,7607.0
227164.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 3,5.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,2.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,14.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.749973297119141,,7607.0
227165.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,10.0,Somewhat disapprove,Strongly or somewhat disapprove,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Unfavorable,Favorable,Donald Trump was not a factor,1.0,Phil Murphy,Worse of her,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Better of him,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,35.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban women,Election day exit poll,In October,In the last few days/In the last week/In October,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.745914816856384,No,7028.0
227166.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 3,5.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,2.0,Phil Murphy,,,,,,,,,,Yes,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,,14.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,0.774317622184753,,7607.0
227169.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 3,5.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,2.0,Phil Murphy,,,,,,,,,,Yes,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,,14.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,0.813144266605377,,7607.0
227171.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,5.0,,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,2.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,14.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.749529838562012,,7607.0
227173.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 3,10.0,Strongly disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Unfavorable,To express opposition to Donald Trump,1.0,Phil Murphy,Worse of her,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Health care,No,Better of him,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,35.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban men,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,Yes,Version 1,0.809701263904572,No,7028.0
227174.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,2.0,,,High school or less,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,30.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.703589677810669,,8302.0
227175.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,5.0,,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,2.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,,14.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.713740706443787,,7607.0
227176.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,5.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,2.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,14.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,0.853165030479431,,7607.0
227178.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,2.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,30.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.762181282043457,,8302.0
227179.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,10.0,Strongly disapprove,Strongly or somewhat disapprove,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,Favorable,Favorable,Omit,Unfavorable,To express opposition to Donald Trump,1.0,Phil Murphy,Worse of her,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Property taxes,No,Have no effect,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,35.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban men,Election day exit poll,In the last few days,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat disapprove,Somewhat disapprove,No,Version 1,0.770583093166351,No,7028.0
227180.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,9.0,Strongly approve,Strongly or somewhat approve,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable,Unfavorable,Donald Trump was not a factor,2.0,Phil Murphy,Worse of her,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Property taxes,No,Have no effect,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,All others,Moderate,12.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Suburbs,Suburbs,New Jersey,Staying about the same,Other,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 3,0.629050076007843,No,7071.0
227181.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,5.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,2.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,14.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.713740706443787,,7607.0
227182.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,2.0,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,30.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.762181282043457,,8302.0
227184.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,10.0,Strongly disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Unfavorable,Donald Trump was not a factor,1.0,Phil Murphy,Worse of her,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Corruption in government,No,Worse of him,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,35.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban women,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.710298299789429,No,7028.0
227185.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 3,2.0,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,5.0,Phil Murphy,,,,,,,,,,Yes,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,,30.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.669597983360291,,8302.0
227186.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,9.0,Somewhat approve,Strongly or somewhat approve,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Unfavorable,Omit,Donald Trump was not a factor,2.0,Phil Murphy,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Health care,No,Have no effect,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban women,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 3,0.599542200565338,No,7071.0
227188.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,2.0,,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,5.0,Kim Guadagno,,,,,,,,,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,30.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.818171441555023,,8302.0
227189.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Call 3,10.0,Strongly disapprove,Strongly or somewhat disapprove,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Non-whites,Unfavorable,Unfavorable,Unfavorable,Unfavorable,To express opposition to Donald Trump,1.0,Phil Murphy,Worse of her,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Corruption in government,No,Better of him,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Moderate,35.0,Moderate/Liberal Republicans,Moderate Independents,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Female,All other races,Suburbs,Suburbs,New Jersey,Getting worse,Other,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.710298299789429,No,7028.0
227192.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,10.0,Somewhat disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,Unfavorable,To express opposition to Donald Trump,1.0,Phil Murphy,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Property taxes,No,Have no effect,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,35.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Getting worse,White suburban men,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.770583093166351,No,7028.0
227193.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,White 30-44,Complete,Call 3,9.0,Strongly disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,Unfavorable,Favorable,Unfavorable,Unfavorable,Donald Trump was not a factor,2.0,Phil Murphy,Worse of her,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Health care,Yes,Have no effect,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Liberal,12.0,Moderate/Liberal Republicans,Liberal Independents,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,Suburbs,Suburbs,New Jersey,Getting worse,Other,Election day exit poll,In the last week,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 3,0.650426805019379,No,7071.0
227195.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,10.0,Strongly disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,Favorable,Favorable,Unfavorable,Unfavorable,Donald Trump was not a factor,1.0,Phil Murphy,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Corruption in government,,Have no effect,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Moderate,35.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Suburbs,Suburbs,New Jersey,Staying about the same,Other,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.849050164222717,No,7028.0
227196.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,Call 3,9.0,,,High school or less,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Favorable,,Unfavorable,To express opposition to Donald Trump,2.0,Phil Murphy,,,,,,,,,,No,,45+,65+,,,,,,,,12.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 3,0.629977583885193,,7071.0
227197.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,White 45-64,Complete,Call 3,5.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,2.0,Phil Murphy,,,,,,,,,,Yes,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,,14.0,,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,0.749973297119141,,7607.0
227199.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,5.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,2.0,Phil Murphy,,,,,,,,,,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,14.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.749973297119141,,7607.0
