ID,WEIGHT,SEN2GA21,SENGA21,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTROLSEN,COUNT2GA,COUNTACCGA,COVIDHARDSHIP,COVIDHARDSHIP2,COVIDWORRY,COVIDWORRY2,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GA2020FAIR,GEOCODE,LATINO,LOEFFLERISS,OSSOFFISS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PERDUEISS,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,VERSION,VETVOTER,VOTE2020,VOTEMETHOD,WARNOCKISS,WHTEVANG
277270892.0,0.71322785114,Kelly Loeffler,David Perdue,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,13.0,The Republican Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,2.0,No,Too conservative,Too liberal,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Omit,Moderate,39.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Election day exit poll,Version 1,No,Joe Biden,Election day,Too liberal,White Born-again/Evangelical Christians
277270893.0,1.25208920362,Kelly Loeffler,David Perdue,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,12.0,The Republican Party,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Not at all worried,Not too worried or not at all worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,No,4.0,No,Too conservative,Too liberal,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,About right,Moderate,142.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,All others
277270894.0,0.4934243786,Raphael Warnock,Jon Ossoff,30-44,30-59,30-34,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,7.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Too conservative,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,All others
277270895.0,1.40797135934,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,2.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Not too worried,Not too worried or not at all worried,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Yes,4.0,No,Too conservative,About right,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Too conservative,Moderate,128.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,All others
277270896.0,0.47635020353,Raphael Warnock,Jon Ossoff,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 1,10.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,1.0,No,Too liberal,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Omit,Moderate,30.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,All others
277270897.0,0.415425891,Raphael Warnock,Jon Ossoff,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 1,6.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Somewhat worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,3.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Too conservative,Moderate,62.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,All others
277270898.0,0.76849896581,Kelly Loeffler,David Perdue,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,14.0,The Republican Party,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Not too worried,Not too worried or not at all worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,1.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,About right,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Male,White men,Rural,Small Cities/Rural,English, Georgia,Other,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270899.0,0.71322785114,Kelly Loeffler,David Perdue,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,13.0,The Republican Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Not too worried,Not too worried or not at all worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,2.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,About right,Conservative,39.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270900.0,0.92172226249,Kelly Loeffler,David Perdue,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,10.0,The Republican Party,Very confident or somewhat confident,Somewhat confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Not too worried,Not too worried or not at all worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,1.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,About right,Moderate,30.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270901.0,1.64647228986,Kelly Loeffler,David Perdue,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,12.0,The Republican Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Somewhat worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,4.0,No,About right,About right,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,About right,Moderate,142.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Donald Trump,Election day,About right,All others
277270902.0,0.67304670927,Kelly Loeffler,David Perdue,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 1,14.0,The Republican Party,Not very confident or not at all confident,Not at all confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Not too worried,Not too worried or not at all worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,1.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,About right,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Male,White men,Rural,Small Cities/Rural,English, Georgia,Other,Election day exit poll,Version 1,Yes,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270903.0,1.98203515342,Raphael Warnock,Jon Ossoff,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,2.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Yes,4.0,No,Too conservative,About right,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Too conservative,Moderate,128.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,All others
277270904.0,0.41214971794,Raphael Warnock,Jon Ossoff,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,6.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,3.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Moderate,62.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,All others
277270905.0,0.40481140773,Raphael Warnock,Jon Ossoff,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Yes,Call 1,7.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,Yes,Too conservative,About right,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Liberal,113.0,Liberal Democrats,Liberal Democrats,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,All others
277270906.0,0.86249936974,Kelly Loeffler,David Perdue,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,13.0,The Republican Party,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Not too worried,Not too worried or not at all worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,2.0,No,About right,Too liberal,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,About right,Conservative,39.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270908.0,0.71786848367,Kelly Loeffler,David Perdue,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,14.0,The Republican Party,Not very confident or not at all confident,Not very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Not too worried,Not too worried or not at all worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,1.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,About right,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270909.0,0.67723004784,Kelly Loeffler,David Perdue,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,10.0,The Republican Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Somewhat worried,Very worried or somewhat worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,No,1.0,No,About right,Too liberal,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,About right,Moderate,30.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Did not vote,Election day,Too liberal,All others
277270910.0,1.14833320982,Kelly Loeffler,David Perdue,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,2.0,The Republican Party,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,4.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,About right,Conservative,128.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,All others
277270911.0,0.80567593865,Kelly Loeffler,David Perdue,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,13.0,The Republican Party,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,2.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,About right,Conservative,39.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270912.0,0.44121817237,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,Call 1,6.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,3.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Too conservative,Liberal,62.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,All others
277270913.0,0.71786848367,Kelly Loeffler,David Perdue,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,14.0,The Republican Party,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Not too worried,Not too worried or not at all worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,1.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,About right,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270914.0,0.76228356787,Raphael Warnock,Jon Ossoff,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Yes,Call 1,2.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Somewhat worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,4.0,Yes,Too conservative,About right,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,About right,Moderate,128.0,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,Too liberal,All others
277270915.0,0.80567593865,Kelly Loeffler,David Perdue,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,13.0,The Republican Party,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Somewhat worried,Very worried or somewhat worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,2.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Too conservative,Moderate,39.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270916.0,0.71786848367,Kelly Loeffler,David Perdue,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,14.0,The Republican Party,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,1.0,No,About right,Too conservative,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,About right,Moderate,102.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Election day exit poll,Version 1,No,Donald Trump,Election day,Too conservative,White Born-again/Evangelical Christians
277270917.0,0.53582592682,Raphael Warnock,Jon Ossoff,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 1,6.0,The Democratic Party,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Somewhat worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,3.0,No,Too conservative,About right,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,About right,Moderate,62.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Did not vote,Election day,About right,All others
277270918.0,0.46091643857,Raphael Warnock,Jon Ossoff,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 1,7.0,The Democratic Party,Very confident or somewhat confident,Very confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Omit,Liberal,113.0,Moderate/Liberal Republicans,Liberal Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,All others
277270919.0,1.99106261053,Kelly Loeffler,David Perdue,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,12.0,The Republican Party,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,4.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,About right,Conservative,142.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,Yes,Donald Trump,Election day,Too liberal,All others
277270920.0,0.76849896581,Kelly Loeffler,David Perdue,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,14.0,The Republican Party,Not very confident or not at all confident,Not very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Somewhat worried,Very worried or somewhat worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,1.0,No,About right,About right,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Omit,Conservative,102.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,Male,White men,Rural,Small Cities/Rural,English, Georgia,Other,Election day exit poll,Version 1,No,Donald Trump,Election day,Too liberal,White Born-again/Evangelical Christians
277270921.0,0.89556267294,Kelly Loeffler,David Perdue,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Yes,Call 1,2.0,The Republican Party,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Not too worried,Not too worried or not at all worried,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,4.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,About right,Conservative,128.0,Independent/Something else,Conservative Republicans,Other,Other,State questionnaire,Other,Non-white,Other,South,Male,All other races,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,Yes,Donald Trump,Election day,Too liberal,All others
277270922.0,0.3906276276,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 1,13.0,Omit,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,,Too liberal,About right,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Too liberal,Moderate,39.0,Conservative Republicans,Mod./Liberal Republicans,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,, Georgia,Other,Election day exit poll,Version 1,Yes,Donald Trump,Election day,About right,All others
277270923.0,0.41956339932,Kelly Loeffler,Jon Ossoff,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 1,3.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,2.0,No,Too conservative,About right,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Too conservative,Liberal,79.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Election day exit poll,Version 1,No,Did not vote,Election day,Too liberal,White Born-again/Evangelical Christians
277270924.0,0.93345706664,Raphael Warnock,Jon Ossoff,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,6.0,The Democratic Party,Very confident or somewhat confident,Very confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,3.0,No,Too liberal,About right,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Too liberal,Liberal,62.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English, Georgia,Other,Election day exit poll,Version 1,No,Joe Biden,Election day,About right,White Born-again/Evangelical Christians
